trial_number,state,value,brier_score,duration,params,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,max_samples,dataset,test_brier_score
95,1,-0.18521977986384017,0.18521977986384017,123.325144,"{'n_estimators': 1459, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1459,entropy,,15,2,0.25,0.9,Bank,0.1843225378562384
96,2,-0.18824048821834202,0.18824048821834202,10.206023,"{'n_estimators': 1418, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 3, 'max_features': 0.1, 'max_samples': 0.5}",1418,entropy,,17,3,0.1,0.5,Bank,0.1843225378562384
97,1,-0.1851184884064303,0.1851184884064303,106.476339,"{'n_estimators': 1315, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 0.25, 'max_samples': 0.9}",1315,entropy,,17,2,0.25,0.9,Bank,0.1843225378562384
98,1,-0.18519056234845524,0.18519056234845524,103.523103,"{'n_estimators': 1319, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 16, 'min_samples_leaf': 3, 'max_features': 0.25, 'max_samples': None}",1319,entropy,,16,3,0.25,,Bank,0.1843225378562384
99,2,-0.18645898624080315,0.18645898624080315,16.068335,"{'n_estimators': 1362, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 18, 'min_samples_leaf': 2, 'max_features': 0.33, 'max_samples': 0.9}",1362,entropy,15.0,18,2,0.33,0.9,Bank,0.1843225378562384
0,1,-0.16756711275017552,0.16756711275017552,6.860452,"{'n_estimators': 624, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 12, 'min_samples_leaf': 7, 'max_features': 0.1, 'max_samples': None}",624,log_loss,,12,7,0.1,,Gym,0.1786213871377209
1,1,-0.15693596276476737,0.15693596276476737,9.499364,"{'n_estimators': 704, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 0.25, 'max_samples': 0.9}",704,entropy,,5,5,0.25,0.9,Gym,0.1786213871377209
2,1,-0.1589817049016262,0.1589817049016262,5.65168,"{'n_estimators': 526, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_features': 0.25, 'max_samples': 0.5}",526,entropy,,6,6,0.25,0.5,Gym,0.1786213871377209
3,1,-0.155365516077323,0.155365516077323,13.062001,"{'n_estimators': 937, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features': 0.33, 'max_samples': 0.7}",937,log_loss,20.0,16,4,0.33,0.7,Gym,0.1786213871377209
4,1,-0.15657159157216066,0.15657159157216066,1.611795,"{'n_estimators': 107, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 17, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_samples': 0.9}",107,log_loss,10.0,17,6,sqrt,0.9,Gym,0.1786213871377209
5,1,-0.16490271200960244,0.16490271200960244,2.676369,"{'n_estimators': 267, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.1, 'max_samples': 0.5}",267,entropy,10.0,2,1,0.1,0.5,Gym,0.1786213871377209
6,1,-0.15618174294982454,0.15618174294982454,7.231248,"{'n_estimators': 420, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_features': 0.33, 'max_samples': None}",420,entropy,10.0,16,2,0.33,,Gym,0.1786213871377209
7,1,-0.1561426775739821,0.1561426775739821,16.485131,"{'n_estimators': 1245, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 18, 'min_samples_leaf': 3, 'max_features': 0.33, 'max_samples': 0.5}",1245,log_loss,10.0,18,3,0.33,0.5,Gym,0.1786213871377209
8,1,-0.15490482167243563,0.15490482167243563,7.178331,"{'n_estimators': 498, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.7}",498,entropy,20.0,4,5,sqrt,0.7,Gym,0.1786213871377209
9,1,-0.15813991048264445,0.15813991048264445,12.893127,"{'n_estimators': 986, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': 0.25, 'max_samples': 0.9}",986,gini,,14,1,0.25,0.9,Gym,0.1786213871377209
10,2,-0.1550499841830307,0.1550499841830307,3.412178,"{'n_estimators': 1423, 'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 8, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_samples': 0.7}",1423,gini,20.0,8,9,sqrt,0.7,Gym,0.1786213871377209
11,1,-0.15490239161670777,0.15490239161670777,15.451379,"{'n_estimators': 955, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 9, 'min_samples_leaf': 4, 'max_features': 0.33, 'max_samples': 0.7}",955,log_loss,20.0,9,4,0.33,0.7,Gym,0.1786213871377209
12,1,-0.15489384155857586,0.15489384155857586,15.004391,"{'n_estimators': 999, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 9, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.7}",999,log_loss,15.0,9,4,sqrt,0.7,Gym,0.1786213871377209
13,1,-0.1548181748702938,0.1548181748702938,17.633059,"{'n_estimators': 1122, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 0.33, 'max_samples': 0.7}",1122,log_loss,15.0,10,3,0.33,0.7,Gym,0.1786213871377209
14,1,-0.1547974072432906,0.1547974072432906,19.617016,"{'n_estimators': 1271, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 11, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.7}",1271,log_loss,15.0,11,3,sqrt,0.7,Gym,0.1786213871377209
15,1,-0.1551188189316784,0.1551188189316784,20.890242,"{'n_estimators': 1250, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_features': 0.33, 'max_samples': 0.7}",1250,log_loss,15.0,13,2,0.33,0.7,Gym,0.1786213871377209
16,2,-0.15362518790014681,0.15362518790014681,5.362279,"{'n_estimators': 1219, 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 11, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': 0.7}",1219,gini,15.0,11,3,sqrt,0.7,Gym,0.1786213871377209
17,2,-0.16012985339799862,0.16012985339799862,5.060511,"{'n_estimators': 1436, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 0.1, 'max_samples': 0.7}",1436,log_loss,15.0,7,2,0.1,0.7,Gym,0.1786213871377209
18,1,-0.1548603951298629,0.1548603951298629,31.122614,"{'n_estimators': 1172, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': None}",1172,log_loss,15.0,10,3,sqrt,,Gym,0.1786213871377209
19,1,-0.1552366280325757,0.1552366280325757,25.52985,"{'n_estimators': 1136, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 14, 'min_samples_leaf': 7, 'max_features': 0.33, 'max_samples': 0.7}",1136,log_loss,15.0,14,7,0.33,0.7,Gym,0.1786213871377209
20,2,-0.153821031597057,0.153821031597057,6.644135,"{'n_estimators': 1498, 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_samples': 0.7}",1498,gini,15.0,11,1,sqrt,0.7,Gym,0.1786213871377209
21,1,-0.15480388854283605,0.15480388854283605,26.608434,"{'n_estimators': 1111, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': None}",1111,log_loss,15.0,10,3,sqrt,,Gym,0.1786213871377209
22,1,-0.15478416579930415,0.15478416579930415,19.112086,"{'n_estimators': 1088, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': None}",1088,log_loss,15.0,10,3,sqrt,,Gym,0.1786213871377209
23,1,-0.15528312986462453,0.15528312986462453,18.195759,"{'n_estimators': 824, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 13, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': None}",824,log_loss,15.0,13,4,sqrt,,Gym,0.1786213871377209
24,1,-0.15552558517458723,0.15552558517458723,34.419529,"{'n_estimators': 1368, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_samples': None}",1368,log_loss,15.0,8,2,sqrt,,Gym,0.1786213871377209
25,1,-0.15502263339457464,0.15502263339457464,13.941068,"{'n_estimators': 824, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_samples': None}",824,log_loss,15.0,12,3,sqrt,,Gym,0.1786213871377209
26,1,-0.15473447079366281,0.15473447079366281,17.668149,"{'n_estimators': 1078, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': None}",1078,log_loss,15.0,7,4,sqrt,,Gym,0.1786213871377209
27,1,-0.1546834957246269,0.1546834957246269,23.21722,"{'n_estimators': 1366, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': None}",1366,log_loss,15.0,4,5,sqrt,,Gym,0.1786213871377209
28,1,-0.15511879851125512,0.15511879851125512,16.742583,"{'n_estimators': 1064, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_samples': None}",1064,log_loss,15.0,2,6,sqrt,,Gym,0.1786213871377209
29,2,-0.16639780115267144,0.16639780115267144,2.596787,"{'n_estimators': 1314, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_features': 0.1, 'max_samples': None}",1314,gini,,4,8,0.1,,Gym,0.1786213871377209
30,1,-0.15483058598796431,0.15483058598796431,14.843529,"{'n_estimators': 905, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': None}",905,log_loss,15.0,6,5,sqrt,,Gym,0.1786213871377209
31,1,-0.1547143173674697,0.1547143173674697,22.14917,"{'n_estimators': 1316, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': None}",1316,log_loss,15.0,4,5,sqrt,,Gym,0.1786213871377209
32,1,-0.1547895590674855,0.1547895590674855,11.398223,"{'n_estimators': 688, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': None}",688,log_loss,15.0,4,5,sqrt,,Gym,0.1786213871377209
33,2,-0.15350373369091647,0.15350373369091647,3.711328,"{'n_estimators': 1349, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 0.25, 'max_samples': None}",1349,log_loss,15.0,5,6,0.25,,Gym,0.1786213871377209
34,2,-0.15267866608752578,0.15267866608752578,5.33045,"{'n_estimators': 1494, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_samples': None}",1494,log_loss,,3,7,sqrt,,Gym,0.1786213871377209
35,2,-0.15286789064583958,0.15286789064583958,2.918509,"{'n_estimators': 1044, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 0.25, 'max_samples': None}",1044,entropy,15.0,6,4,0.25,,Gym,0.1786213871377209
36,2,-0.15193192091404772,0.15193192091404772,3.654931,"{'n_estimators': 1175, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.9}",1175,log_loss,15.0,7,5,sqrt,0.9,Gym,0.1786213871377209
37,2,-0.16728840084444802,0.16728840084444802,2.51206,"{'n_estimators': 1388, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 0.1, 'max_samples': 0.5}",1388,entropy,10.0,5,6,0.1,0.5,Gym,0.1786213871377209
38,1,-0.15480906066454944,0.15480906066454944,23.337736,"{'n_estimators': 1293, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': None}",1293,log_loss,20.0,3,4,sqrt,,Gym,0.1786213871377209
39,1,-0.15485726842862213,0.15485726842862213,16.676239,"{'n_estimators': 864, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': None}",864,log_loss,,8,4,sqrt,,Gym,0.1786213871377209
40,2,-0.15504773893526996,0.15504773893526996,1.553543,"{'n_estimators': 715, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_features': 0.25, 'max_samples': 0.5}",715,entropy,10.0,7,5,0.25,0.5,Gym,0.1786213871377209
41,1,-0.15478637897697245,0.15478637897697245,11.464877,"{'n_estimators': 676, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': None}",676,log_loss,15.0,4,5,sqrt,,Gym,0.1786213871377209
42,2,-0.15167969685467358,0.15167969685467358,2.002072,"{'n_estimators': 595, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_samples': None}",595,log_loss,15.0,3,6,sqrt,,Gym,0.1786213871377209
43,1,-0.15452048938658222,0.15452048938658222,8.014162,"{'n_estimators': 489, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.9}",489,log_loss,15.0,2,5,sqrt,0.9,Gym,0.1786213871377209
44,1,-0.1548282592339345,0.1548282592339345,3.639464,"{'n_estimators': 221, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.9}",221,log_loss,15.0,2,5,sqrt,0.9,Gym,0.1786213871377209
45,1,-0.1547588528141959,0.1547588528141959,5.242139,"{'n_estimators': 295, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.9}",295,log_loss,20.0,6,4,sqrt,0.9,Gym,0.1786213871377209
46,2,-0.16060021409835115,0.16060021409835115,0.901101,"{'n_estimators': 378, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.1, 'max_samples': 0.9}",378,log_loss,20.0,5,4,0.1,0.9,Gym,0.1786213871377209
47,2,-0.15386054961518872,0.15386054961518872,0.851658,"{'n_estimators': 283, 'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.9}",283,gini,20.0,6,5,sqrt,0.9,Gym,0.1786213871377209
48,1,-0.154977699152156,0.154977699152156,6.984949,"{'n_estimators': 427, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_samples': 0.9}",427,log_loss,20.0,2,6,sqrt,0.9,Gym,0.1786213871377209
49,1,-0.1551385752035699,0.1551385752035699,2.741281,"{'n_estimators': 161, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.9}",161,entropy,20.0,3,4,sqrt,0.9,Gym,0.1786213871377209
50,2,-0.1533602808233965,0.1533602808233965,0.929199,"{'n_estimators': 324, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 0.25, 'max_samples': 0.9}",324,log_loss,10.0,5,5,0.25,0.9,Gym,0.1786213871377209
51,1,-0.15477392489547445,0.15477392489547445,8.589141,"{'n_estimators': 511, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 9, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.9}",511,log_loss,20.0,9,4,sqrt,0.9,Gym,0.1786213871377209
52,1,-0.15469953011237056,0.15469953011237056,8.680522,"{'n_estimators': 525, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.9}",525,log_loss,20.0,7,4,sqrt,0.9,Gym,0.1786213871377209
53,1,-0.15449306877625507,0.15449306877625507,6.452364,"{'n_estimators': 404, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.9}",404,log_loss,20.0,6,5,sqrt,0.9,Gym,0.1786213871377209
54,1,-0.1547450288955814,0.1547450288955814,8.855713,"{'n_estimators': 569, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_samples': 0.9}",569,log_loss,20.0,4,6,sqrt,0.9,Gym,0.1786213871377209
55,1,-0.1545384002815365,0.1545384002815365,7.307624,"{'n_estimators': 457, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",457,log_loss,20.0,7,5,0.33,0.9,Gym,0.1786213871377209
56,1,-0.1545424338462348,0.1545424338462348,7.454376,"{'n_estimators': 462, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",462,log_loss,20.0,8,5,0.33,0.9,Gym,0.1786213871377209
57,2,-0.15334857782412914,0.15334857782412914,1.308842,"{'n_estimators': 461, 'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.33, 'max_samples': 0.9}",461,gini,20.0,8,7,0.33,0.9,Gym,0.1786213871377209
58,1,-0.1550219041977054,0.1550219041977054,5.978552,"{'n_estimators': 378, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 9, 'min_samples_leaf': 6, 'max_features': 0.33, 'max_samples': 0.9}",378,log_loss,20.0,9,6,0.33,0.9,Gym,0.1786213871377209
59,2,-0.15128951569106083,0.15128951569106083,2.006004,"{'n_estimators': 620, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",620,log_loss,20.0,7,5,0.33,0.9,Gym,0.1786213871377209
60,2,-0.1528528227815104,0.1528528227815104,1.687181,"{'n_estimators': 551, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 19, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",551,log_loss,20.0,19,5,0.33,0.9,Gym,0.1786213871377209
61,1,-0.15456880371298337,0.15456880371298337,7.838061,"{'n_estimators': 475, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",475,log_loss,20.0,5,5,0.33,0.9,Gym,0.1786213871377209
62,1,-0.15455999616125005,0.15455999616125005,7.501953,"{'n_estimators': 466, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",466,log_loss,20.0,8,5,0.33,0.9,Gym,0.1786213871377209
63,1,-0.15491351937669565,0.15491351937669565,7.207615,"{'n_estimators': 466, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 0.33, 'max_samples': 0.9}",466,log_loss,20.0,8,6,0.33,0.9,Gym,0.1786213871377209
64,1,-0.1546143332364199,0.1546143332364199,5.904405,"{'n_estimators': 368, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",368,log_loss,20.0,6,5,0.33,0.9,Gym,0.1786213871377209
65,2,-0.1522744042527483,0.1522744042527483,1.114844,"{'n_estimators': 361, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 0.33, 'max_samples': 0.9}",361,log_loss,20.0,9,7,0.33,0.9,Gym,0.1786213871377209
66,1,-0.15493656072996825,0.15493656072996825,7.031882,"{'n_estimators': 449, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_features': 0.33, 'max_samples': 0.9}",449,log_loss,20.0,6,6,0.33,0.9,Gym,0.1786213871377209
67,1,-0.15480267603912332,0.15480267603912332,3.533727,"{'n_estimators': 220, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",220,log_loss,20.0,6,5,0.33,0.9,Gym,0.1786213871377209
68,2,-0.1530696744227114,0.1530696744227114,1.184317,"{'n_estimators': 411, 'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",411,gini,20.0,8,5,0.33,0.9,Gym,0.1786213871377209
69,2,-0.15123150657698028,0.15123150657698028,1.581202,"{'n_estimators': 491, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",491,log_loss,20.0,5,5,0.33,0.9,Gym,0.1786213871377209
70,2,-0.15395856915229944,0.15395856915229944,0.848589,"{'n_estimators': 336, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_features': 0.33, 'max_samples': 0.5}",336,entropy,20.0,7,6,0.33,0.5,Gym,0.1786213871377209
71,2,-0.15155289448790088,0.15155289448790088,2.459837,"{'n_estimators': 768, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",768,log_loss,20.0,6,5,0.33,0.9,Gym,0.1786213871377209
72,1,-0.15447640142385627,0.15447640142385627,6.841699,"{'n_estimators': 412, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",412,log_loss,20.0,4,5,0.33,0.9,Gym,0.1786213871377209
73,1,-0.15448881745381388,0.15448881745381388,6.635914,"{'n_estimators': 405, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",405,log_loss,20.0,3,5,0.33,0.9,Gym,0.1786213871377209
74,1,-0.1545240976989179,0.1545240976989179,6.476203,"{'n_estimators': 403, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",403,log_loss,20.0,3,5,0.33,0.9,Gym,0.1786213871377209
75,1,-0.1549593344393481,0.1549593344393481,6.496009,"{'n_estimators': 418, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 0.33, 'max_samples': 0.9}",418,log_loss,20.0,2,6,0.33,0.9,Gym,0.1786213871377209
76,2,-0.15131019549501182,0.15131019549501182,0.822591,"{'n_estimators': 244, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 0.33, 'max_samples': 0.9}",244,log_loss,,3,4,0.33,0.9,Gym,0.1786213871377209
77,1,-0.1547344121398664,0.1547344121398664,8.681423,"{'n_estimators': 553, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 0.33, 'max_samples': 0.9}",553,log_loss,20.0,3,6,0.33,0.9,Gym,0.1786213871377209
78,2,-0.15133288093539204,0.15133288093539204,2.116105,"{'n_estimators': 641, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.33, 'max_samples': 0.9}",641,log_loss,20.0,2,4,0.33,0.9,Gym,0.1786213871377209
79,1,-0.1553804308901799,0.1553804308901799,2.148122,"{'n_estimators': 133, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",133,log_loss,20.0,4,5,0.33,0.9,Gym,0.1786213871377209
80,2,-0.15316686401639595,0.15316686401639595,0.821617,"{'n_estimators': 319, 'criterion': 'log_loss', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.5}",319,log_loss,10.0,3,5,0.33,0.5,Gym,0.1786213871377209
81,1,-0.15454973449098378,0.15454973449098378,6.366456,"{'n_estimators': 394, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",394,log_loss,20.0,5,5,0.33,0.9,Gym,0.1786213871377209
82,1,-0.1545289835194818,0.1545289835194818,6.532118,"{'n_estimators': 401, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",401,log_loss,20.0,4,5,0.33,0.9,Gym,0.1786213871377209
83,1,-0.15449117061572398,0.15449117061572398,6.601162,"{'n_estimators': 411, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",411,log_loss,20.0,4,5,0.33,0.9,Gym,0.1786213871377209
84,2,-0.16733083416128655,0.16733083416128655,0.53926,"{'n_estimators': 263, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 9, 'max_features': 0.1, 'max_samples': 0.9}",263,log_loss,20.0,4,9,0.1,0.9,Gym,0.1786213871377209
85,1,-0.15471865335836094,0.15471865335836094,7.003864,"{'n_estimators': 425, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.33, 'max_samples': 0.9}",425,log_loss,20.0,2,4,0.33,0.9,Gym,0.1786213871377209
86,1,-0.1551089386915316,0.1551089386915316,5.411808,"{'n_estimators': 347, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 0.33, 'max_samples': 0.9}",347,log_loss,,3,6,0.33,0.9,Gym,0.1786213871377209
87,2,-0.15341922140977096,0.15341922140977096,1.431753,"{'n_estimators': 501, 'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 0.33, 'max_samples': 0.9}",501,gini,20.0,4,5,0.33,0.9,Gym,0.1786213871377209
88,1,-0.15508323001840912,0.15508323001840912,2.919624,"{'n_estimators': 196, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.33, 'max_samples': 0.7}",196,entropy,20.0,2,4,0.33,0.7,Gym,0.1786213871377209
