Pclass,Sex,Age,Fare,Title,Family_size,Ticket_number,Ticket_prefix_code,Embarked_code
3,0,30.0,8.6625,1,1,315084.0,28,2
2,0,7.0,26.25,1,3,13529.0,7,2
1,1,45.0,26.55,0,1,113050.0,28,2
1,0,30.0,106.425,1,1,17761.0,10,0
3,1,29.69911764705882,14.5,3,1,364498.0,28,2
1,0,22.0,49.5,1,3,13568.0,28,0
1,0,36.0,71.0,1,3,5735.0,30,2
3,0,9.0,31.275,1,7,347082.0,28,2
3,0,11.0,31.275,1,7,347082.0,28,2
2,1,32.0,26.0,3,2,2908.0,28,2
1,1,50.0,106.425,3,2,17761.0,10,0
1,1,64.0,26.0,3,1,693.0,28,2
2,0,19.0,26.0,2,2,2908.0,28,2
2,1,29.69911764705882,13.8625,3,1,2146.0,18,0
3,1,33.0,20.525,3,3,363291.0,28,2
2,1,8.0,36.75,4,3,33112.0,4,2
1,1,17.0,110.8833,3,3,17421.0,28,0
2,1,27.0,26.0,3,1,244358.0,28,2
3,1,29.69911764705882,7.8292,3,1,330979.0,28,1
3,1,22.0,7.225,3,1,2620.0,28,0
3,0,22.0,7.775,1,1,347085.0,28,2
1,1,62.0,26.55,3,1,113807.0,28,2
1,0,48.0,39.6,0,2,11755.0,28,0
1,1,29.69911764705882,227.525,3,1,17757.0,10,0
1,0,39.0,79.65,2,3,110413.0,28,2
3,0,36.0,17.4,2,2,345572.0,28,2
3,1,29.69911764705882,7.75,3,1,372622.0,28,1
3,1,40.0,7.8958,3,1,349251.0,28,2
2,1,28.0,13.5,3,1,218629.0,28,2
3,1,29.69911764705882,8.05,3,1,392082.0,24,2
3,0,29.69911764705882,8.05,1,1,392087.0,24,2
3,1,24.0,24.15,3,3,48871.0,0,2
3,1,19.0,7.8958,3,1,349205.0,28,2
3,0,29.0,21.075,2,5,349909.0,28,2
3,1,29.69911764705882,7.2292,3,1,2686.0,28,0
3,1,32.0,7.8542,3,1,350417.0,28,2
2,1,62.0,10.5,3,1,752.0,27,2
1,0,53.0,51.4792,2,3,11769.0,28,2
1,1,36.0,26.3875,3,1,17474.0,10,2
3,0,29.69911764705882,7.75,1,1,14312.0,28,1
3,1,16.0,8.05,3,1,20589.0,0,2
3,1,19.0,14.5,3,1,358585.0,28,2
2,0,34.0,13.0,1,1,243880.0,28,2
1,0,39.0,55.9,2,2,13507.0,28,2
3,0,29.69911764705882,14.4583,2,2,2689.0,28,0
3,1,32.0,7.925,3,1,3101286.0,26,2
2,0,25.0,30.0,1,3,237789.0,28,2
1,0,39.0,110.8833,2,3,17421.0,28,0
2,1,54.0,26.0,3,1,28403.0,28,2
1,1,36.0,40.125,3,1,13049.0,28,0
3,1,29.69911764705882,8.7125,3,1,3411.0,28,0
1,0,18.0,79.65,1,3,110413.0,28,2
2,1,47.0,15.0,3,1,237565.0,28,2
1,1,60.0,79.2,3,3,13567.0,28,0
3,1,22.0,8.05,3,1,14973.0,28,2
3,1,29.69911764705882,8.05,3,1,3235.0,1,2
3,1,35.0,7.125,3,1,3101273.0,26,2
1,0,52.0,78.2667,2,2,36947.0,28,0
3,1,47.0,7.25,3,1,3902.0,1,2
3,0,29.69911764705882,7.75,1,3,364848.0,28,1
2,1,37.0,26.0,3,2,29037.0,15,2
3,1,36.0,24.15,3,3,345773.0,28,2
2,0,29.69911764705882,33.0,1,1,248727.0,28,2
3,1,29.69911764705882,7.225,3,1,2664.0,28,0
1,1,49.0,56.9292,0,2,17485.0,10,0
2,0,24.0,27.0,2,4,243847.0,28,2
3,1,29.69911764705882,7.8958,3,1,349214.0,28,2
1,1,29.69911764705882,42.4,3,1,113796.0,28,2
3,1,44.0,8.05,3,1,364511.0,28,2
1,1,35.0,26.55,3,1,111426.0,28,0
3,1,36.0,15.55,3,2,349910.0,28,2
3,1,30.0,7.8958,3,1,349246.0,28,2
1,1,27.0,30.5,3,1,113804.0,28,2
2,0,22.0,41.5792,2,4,2123.0,19,0
1,0,40.0,153.4625,1,1,17582.0,10,2
3,0,39.0,31.275,2,7,347082.0,28,2
3,1,29.69911764705882,7.05,3,1,3101305.0,24,2
3,0,29.69911764705882,15.5,1,2,367230.0,28,1
3,1,29.69911764705882,7.75,3,1,370377.0,28,1
3,1,35.0,8.05,3,1,364512.0,28,2
2,0,24.0,65.0,1,4,220845.0,28,2
3,1,34.0,14.4,3,3,347080.0,28,2
3,0,26.0,16.1,2,2,3336.0,1,2
2,0,4.0,39.0,1,4,230136.0,28,2
2,1,26.0,10.5,3,1,31028.0,28,2
3,1,27.0,14.4542,3,2,2659.0,28,0
1,1,42.0,52.5542,3,2,11753.0,28,2
3,1,20.0,15.7417,3,3,2653.0,28,0
3,1,21.0,7.8542,3,1,350029.0,28,2
3,1,21.0,16.1,3,1,54636.0,28,2
1,1,61.0,32.3208,3,1,36963.0,28,2
2,1,57.0,12.35,0,1,219533.0,28,1
1,0,21.0,77.9583,1,1,13502.0,28,2
3,1,26.0,7.8958,3,1,349224.0,28,2
3,1,29.69911764705882,7.7333,3,1,334912.0,28,1
1,1,80.0,30.0,3,1,27042.0,28,2
3,1,51.0,7.0542,3,1,347743.0,28,2
1,1,32.0,30.5,0,1,13214.0,28,0
1,1,29.69911764705882,0.0,3,1,112052.0,28,2
3,0,9.0,27.9,1,6,347088.0,28,2
2,0,28.0,13.0,1,1,237668.0,28,2
3,1,32.0,7.925,3,1,3101292.0,26,2
2,1,31.0,26.25,3,3,31921.0,4,2
3,0,41.0,39.6875,2,6,3101295.0,28,2
3,1,29.69911764705882,16.1,3,2,376564.0,28,2
3,1,20.0,7.8542,3,1,350050.0,28,2
1,0,24.0,69.3,1,1,17477.0,10,0
3,0,2.0,27.9,1,6,347088.0,28,2
3,1,29.69911764705882,56.4958,3,1,1601.0,28,2
3,0,0.75,19.2583,1,4,2666.0,28,0
1,1,48.0,76.7292,3,2,17572.0,10,0
3,1,19.0,7.8958,3,1,349231.0,28,2
1,1,56.0,35.5,0,1,13213.0,28,0
3,1,29.69911764705882,7.55,3,1,751.0,22,2
3,0,23.0,7.55,1,1,2314.0,4,2
3,1,29.69911764705882,7.8958,3,1,349221.0,28,2
2,0,18.0,23.0,1,2,231919.0,28,2
3,1,21.0,8.4333,3,1,8475.0,28,2
3,0,29.69911764705882,7.8292,1,1,330919.0,28,1
3,0,18.0,6.75,1,1,365226.0,28,1
2,1,24.0,73.5,3,3,14879.0,20,2
3,1,29.69911764705882,7.8958,3,1,349223.0,28,2
3,0,32.0,15.5,2,3,364849.0,28,1
2,1,23.0,13.0,3,1,29751.0,28,2
1,1,58.0,113.275,3,3,35273.0,28,0
1,1,50.0,133.65,0,3,17611.0,10,2
3,1,40.0,7.225,3,1,2623.0,28,0
1,1,47.0,25.5875,3,1,5727.0,28,2
3,1,36.0,7.4958,3,1,349210.0,28,2
3,1,20.0,7.925,3,2,3101285.0,26,2
2,1,32.0,73.5,3,3,14879.0,20,2
2,1,25.0,13.0,3,1,234686.0,28,2
3,1,29.69911764705882,7.775,3,1,312993.0,28,2
3,1,43.0,8.05,3,1,3536.0,1,2
1,0,29.69911764705882,52.0,2,2,19996.0,28,2
2,0,40.0,39.0,2,3,29750.0,28,2
1,1,31.0,52.0,3,2,12750.0,6,2
2,1,70.0,10.5,3,1,24580.0,4,2
2,1,31.0,13.0,3,1,244270.0,28,2
2,1,29.69911764705882,0.0,3,1,239856.0,28,2
3,1,18.0,7.775,3,1,349912.0,28,2
3,1,24.5,8.05,3,1,342826.0,28,2
3,0,18.0,9.8417,1,1,4138.0,28,2
3,0,43.0,46.9,2,8,2144.0,4,2
1,1,36.0,512.3292,3,2,17755.0,10,0
3,0,29.69911764705882,8.1375,1,1,330935.0,28,1
1,1,27.0,76.7292,3,1,17572.0,10,0
3,1,20.0,9.225,3,1,6563.0,28,2
3,1,14.0,46.9,3,8,2144.0,4,2
2,1,60.0,39.0,3,3,29750.0,28,2
2,1,25.0,41.5792,3,4,2123.0,19,0
3,1,14.0,39.6875,3,6,3101295.0,28,2
3,1,19.0,10.1708,3,1,349228.0,28,2
3,1,18.0,7.7958,3,1,350036.0,28,2
1,0,15.0,211.3375,1,2,24160.0,28,2
1,1,31.0,57.0,3,2,17474.0,28,2
3,0,4.0,13.4167,1,2,349256.0,28,0
3,1,29.69911764705882,56.4958,3,1,1601.0,28,2
3,1,25.0,7.225,3,1,2672.0,28,0
1,1,60.0,26.55,0,1,113800.0,28,2
2,1,52.0,13.5,3,1,248731.0,28,2
3,1,44.0,8.05,3,1,363592.0,28,2
3,0,29.69911764705882,7.7333,1,1,35852.0,28,1
1,1,49.0,110.8833,3,3,17421.0,28,0
3,1,42.0,7.65,3,1,348121.0,28,2
1,0,18.0,227.525,2,2,17757.0,10,0
1,1,35.0,26.2875,3,1,17475.0,10,2
3,0,18.0,14.4542,1,2,2691.0,28,0
3,1,25.0,7.7417,3,1,36864.0,28,1
3,1,26.0,7.8542,3,2,350025.0,28,2
2,1,39.0,26.0,3,1,250655.0,28,2
2,0,45.0,13.5,2,1,223596.0,28,2
1,1,42.0,26.2875,3,1,17476.0,10,2
1,0,22.0,151.55,1,1,113781.0,28,2
3,1,29.69911764705882,15.2458,4,3,2661.0,28,0
1,0,24.0,49.5042,1,1,17482.0,10,0
1,1,29.69911764705882,26.55,3,1,113028.0,28,2
1,1,48.0,52.0,3,2,19996.0,28,2
3,1,29.0,9.4833,3,1,7545.0,28,2
2,1,52.0,13.0,3,1,250647.0,28,2
3,1,19.0,7.65,3,1,348124.0,28,2
1,0,38.0,227.525,1,1,17757.0,10,0
2,0,27.0,10.5,1,1,34218.0,28,2
3,1,29.69911764705882,15.5,3,1,36568.0,28,1
3,1,33.0,7.775,3,1,347062.0,28,2
2,0,6.0,33.0,1,2,248727.0,28,2
3,1,17.0,7.0542,3,2,350048.0,28,2
2,1,34.0,13.0,3,1,12233.0,28,2
2,1,50.0,13.0,3,1,250643.0,28,2
1,1,27.0,53.1,3,2,113806.0,28,2
3,1,20.0,8.6625,3,1,315094.0,28,2
2,0,30.0,21.0,2,4,31027.0,28,2
3,0,29.69911764705882,7.7375,1,1,36866.0,28,1
2,1,25.0,26.0,3,2,236853.0,28,2
3,0,25.0,7.925,1,2,3101271.0,26,2
1,0,29.0,211.3375,1,1,24160.0,28,2
3,1,11.0,18.7875,3,1,2699.0,28,0
2,1,29.69911764705882,0.0,3,1,239855.0,28,2
2,1,23.0,13.0,3,1,28425.0,28,2
2,1,23.0,13.0,3,1,233639.0,28,2
3,1,28.5,16.1,3,1,54636.0,28,2
3,0,48.0,34.375,2,5,6608.0,29,2
1,1,35.0,512.3292,3,1,17755.0,10,0
3,1,29.69911764705882,7.8958,3,1,349201.0,28,2
3,1,29.69911764705882,7.8958,3,1,349218.0,28,2
1,1,29.69911764705882,30.0,3,1,16988.0,28,2
1,1,36.0,78.85,3,2,19877.0,28,2
1,0,21.0,262.375,1,5,17608.0,10,0
3,1,24.0,16.1,3,2,376566.0,28,2
3,1,31.0,7.925,3,1,3101288.0,26,2
1,1,70.0,71.0,0,3,5735.0,30,2
3,1,16.0,20.25,3,3,2673.0,4,2
2,0,30.0,13.0,1,1,250648.0,28,2
1,1,19.0,53.1,3,2,113773.0,28,2
3,1,31.0,7.75,3,1,335097.0,28,1
2,0,4.0,23.0,1,3,29103.0,28,2
3,1,6.0,12.475,4,2,392096.0,28,2
3,1,33.0,9.5,3,1,345780.0,28,2
3,1,23.0,7.8958,3,1,349204.0,28,2
2,0,48.0,65.0,2,4,220845.0,28,2
2,1,0.67,14.5,4,3,250649.0,28,2
3,1,28.0,7.7958,3,1,350042.0,28,2
2,1,18.0,11.5,3,1,29108.0,28,2
3,1,34.0,8.05,3,1,363294.0,28,2
1,0,33.0,86.5,0,1,110152.0,28,2
3,1,29.69911764705882,14.5,3,1,358585.0,28,2
3,1,41.0,7.125,3,1,3101272.0,23,2
3,1,20.0,7.2292,3,1,2663.0,28,0
1,0,36.0,120.0,2,4,113760.0,28,2
3,1,16.0,7.775,3,1,347074.0,28,2
1,0,51.0,77.9583,2,2,13502.0,28,2
1,1,29.69911764705882,39.6,0,1,112379.0,28,0
3,0,30.5,7.75,1,1,364850.0,28,1
3,1,29.69911764705882,24.15,3,2,371110.0,28,1
3,1,32.0,8.3625,3,1,8471.0,28,2
3,1,24.0,9.5,3,1,345781.0,28,2
3,1,48.0,7.8542,3,1,350047.0,28,2
2,0,57.0,10.5,2,1,3.0,22,2
3,1,29.69911764705882,7.225,3,1,2674.0,28,0
2,0,54.0,23.0,2,5,29105.0,28,2
3,1,18.0,7.75,3,1,347078.0,28,2
3,1,29.69911764705882,7.75,3,1,383121.0,28,1
3,0,5.0,12.475,1,1,364516.0,28,2
3,1,29.69911764705882,7.7375,3,1,36865.0,28,1
1,0,43.0,211.3375,2,2,24160.0,28,2
3,0,13.0,7.2292,1,1,2687.0,28,0
1,0,17.0,57.0,2,2,17474.0,28,2
1,1,29.0,30.0,3,1,113501.0,28,2
3,1,29.69911764705882,23.45,3,4,6607.0,29,2
3,1,25.0,7.05,3,1,3101312.0,24,2
3,1,25.0,7.25,3,1,374887.0,28,2
3,0,18.0,7.4958,1,1,3101265.0,28,2
3,1,8.0,29.125,4,6,382652.0,28,1
3,1,1.0,20.575,4,4,2315.0,4,2
1,1,46.0,79.2,3,1,17593.0,10,0
3,1,29.69911764705882,7.75,3,1,12460.0,28,1
2,1,16.0,26.0,3,1,239865.0,28,2
3,0,29.69911764705882,69.55,1,11,2343.0,4,2
1,1,29.69911764705882,30.6958,3,1,17600.0,10,0
3,1,25.0,7.8958,3,1,349203.0,28,2
2,1,39.0,13.0,3,1,28213.0,28,2
1,0,49.0,25.9292,0,1,17465.0,28,2
3,0,31.0,8.6833,2,1,349244.0,28,2
3,1,30.0,7.2292,3,1,2685.0,28,0
3,0,30.0,24.15,2,3,345773.0,28,2
2,1,34.0,13.0,3,1,250647.0,28,2
2,0,31.0,26.25,2,3,31921.0,4,2
1,1,11.0,120.0,4,4,113760.0,28,2
3,1,0.42,8.5167,4,2,2625.0,28,0
3,1,27.0,6.975,3,1,347089.0,28,2
3,1,31.0,7.775,3,1,347063.0,28,2
1,1,39.0,0.0,3,1,112050.0,28,2
3,0,18.0,7.775,1,1,347087.0,28,2
2,1,39.0,13.0,3,1,248723.0,28,2
1,0,33.0,53.1,2,2,113806.0,28,2
3,1,26.0,7.8875,3,1,3474.0,28,2
3,1,39.0,24.15,3,1,48871.0,0,2
2,1,35.0,10.5,3,1,28206.0,28,2
3,0,6.0,31.275,1,7,347082.0,28,2
3,1,30.5,8.05,3,1,364499.0,28,2
1,1,29.69911764705882,0.0,3,1,112058.0,28,2
3,0,23.0,7.925,1,1,3101290.0,26,2
2,1,31.0,37.0042,3,3,2079.0,18,0
3,1,43.0,6.45,3,1,7075.0,3,2
3,1,10.0,27.9,4,6,347088.0,28,2
1,0,52.0,93.5,2,3,12749.0,28,2
3,1,27.0,8.6625,3,1,315098.0,28,2
1,1,38.0,0.0,0,1,19972.0,28,2
3,0,27.0,12.475,2,2,392096.0,28,2
3,1,2.0,39.6875,4,6,3101295.0,28,2
3,1,29.69911764705882,6.95,3,1,368323.0,28,1
3,1,29.69911764705882,56.4958,3,1,1601.0,28,2
2,1,1.0,37.0042,4,3,2079.0,18,0
3,1,29.69911764705882,7.75,3,1,367228.0,28,1
3,0,15.0,14.4542,2,2,2659.0,28,0
2,1,0.83,18.75,4,3,29106.0,28,2
3,1,29.69911764705882,7.2292,3,1,2671.0,28,0
3,1,23.0,7.8542,3,1,347468.0,28,2
3,1,18.0,8.3,3,1,2223.0,28,2
1,0,39.0,83.1583,1,3,17756.0,10,0
3,1,21.0,8.6625,3,1,315097.0,28,2
3,1,29.69911764705882,8.05,3,1,392092.0,28,2
3,1,32.0,56.4958,3,1,1601.0,28,2
1,1,29.69911764705882,29.7,3,1,11774.0,28,0
3,1,20.0,7.925,3,1,3101287.0,23,2
2,1,16.0,10.5,3,1,3.0,22,2
1,0,30.0,31.0,1,1,113798.0,28,0
3,1,34.5,6.4375,3,1,2683.0,28,0
3,1,17.0,8.6625,3,1,315090.0,28,2
3,1,42.0,7.55,3,1,5547.0,4,2
3,1,29.69911764705882,69.55,3,11,2343.0,4,2
3,1,35.0,7.8958,3,1,349213.0,28,0
2,1,28.0,33.0,0,2,248727.0,28,2
1,0,29.69911764705882,89.1042,2,2,17453.0,28,0
3,1,4.0,31.275,4,7,347082.0,28,2
3,1,74.0,7.775,3,1,347060.0,28,2
3,0,9.0,15.2458,1,3,2678.0,28,0
1,0,16.0,39.4,1,2,17592.0,10,2
2,0,44.0,26.0,2,2,244252.0,28,2
3,0,18.0,9.35,2,2,392091.0,28,2
1,0,45.0,164.8667,2,3,36928.0,28,2
1,1,51.0,26.55,3,1,113055.0,28,2
3,0,24.0,19.2583,2,4,2666.0,28,0
3,1,29.69911764705882,7.2292,3,1,2629.0,28,0
3,1,41.0,14.1083,3,3,350026.0,28,2
2,1,21.0,11.5,3,2,28134.0,28,2
1,0,48.0,25.9292,2,1,17466.0,28,2
3,0,29.69911764705882,69.55,1,11,2343.0,4,2
2,1,24.0,13.0,3,1,233866.0,28,2
2,0,42.0,13.0,2,1,236852.0,28,2
2,0,27.0,13.8583,1,2,2149.0,18,0
1,1,31.0,50.4958,3,1,17590.0,10,2
3,1,29.69911764705882,9.5,3,1,345777.0,28,2
3,1,4.0,11.1333,4,3,347742.0,28,2
3,1,26.0,7.8958,3,1,349248.0,28,2
1,0,47.0,52.5542,2,3,11751.0,28,2
1,1,33.0,5.0,3,1,695.0,28,2
3,1,47.0,9.0,3,1,345765.0,28,2
2,0,28.0,24.0,2,2,3381.0,12,0
3,0,15.0,7.225,1,1,2667.0,28,0
3,1,20.0,9.8458,3,1,7534.0,28,2
3,1,19.0,7.8958,3,1,349212.0,28,2
3,1,29.69911764705882,7.8958,3,1,349217.0,28,2
1,0,56.0,83.1583,2,2,11767.0,28,0
2,0,25.0,26.0,2,2,230433.0,28,2
3,1,33.0,7.8958,3,1,349257.0,28,2
3,0,22.0,10.5167,1,1,7552.0,28,2
2,1,28.0,10.5,3,1,34068.0,5,2
3,1,25.0,7.05,3,1,392076.0,24,2
3,0,39.0,29.125,2,6,382652.0,28,1
2,1,27.0,13.0,0,1,211536.0,28,2
1,0,19.0,30.0,1,1,112053.0,28,2
3,0,29.69911764705882,23.45,1,4,6607.0,29,2
1,1,26.0,30.0,3,1,111369.0,28,0
3,1,32.0,7.75,3,1,370376.0,28,1
